,navn,postnr,beliggenhedskommune,beliggenhedskommunenr,lat,lon,institutionstype2,institutionstype3,institutionsnummer
505,Friskolen Østerlars,3760,Bornholms Regionskommune,400,55.1642195045095,14.9698652198711,Grundskoler,Friskoler og private grundskoler,400006
506,Ungdomsskolens Heltidsundervisning,3782,Bornholms Regionskommune,400,55.1756516015179,14.8111272532943,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,400008
507,Svartingedal Skole,3790,Bornholms Regionskommune,400,55.1841959166368,14.707448290103,Grundskoler,Folkeskoler,400009
508,Paradisbakkeskolen,3730,Bornholms Regionskommune,400,55.0673926473094,15.1239753583562,Grundskoler,Folkeskoler,400014
509,"Rønneskolen, afdeling Søndermark",3700,Bornholms Regionskommune,400,55.0926010816326,14.7229061638258,Grundskoler,Folkeskoler,400018
510,"Rønneskolen, afdeling Østre",3700,Bornholms Regionskommune,400,55.1003652871517,14.7079271689179,Grundskoler,Folkeskoler,400019
511,Aavangsskolen,3700,Bornholms Regionskommune,400,55.1077681551089,14.7097510806929,Grundskoler,Folkeskoler,400020
512,Rønne Privatskole,3700,Bornholms Regionskommune,400,55.0982217754126,14.7032929006073,Grundskoler,Friskoler og private grundskoler,400021
513,"Peterskolen, Rønne Kristne Friskole",3700,Bornholms Regionskommune,400,55.1240889260738,14.7416720941652,Grundskoler,Friskoler og private grundskoler,400024
514,Heldagsskolen,3751,Bornholms Regionskommune,400,55.1383704975596,15.0081702642108,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,400028
515,Davidskolen,3720,Bornholms Regionskommune,400,55.0691662289718,14.9230209267122,Grundskoler,Friskoler og private grundskoler,400034
516,10. klasseskolen,3700,Bornholms Regionskommune,400,55.0909667549963,14.7305085031357,Grundskoler,Folkeskoler,400036
517,Bornholms Frie Idrætsskole,3700,Bornholms Regionskommune,400,55.1406931314012,14.7592834676684,Grundskoler,Friskoler og private grundskoler,400037
518,Sydbornholms Privatskole,3720,Bornholms Regionskommune,400,55.028926880839,14.9815820515889,Grundskoler,Friskoler og private grundskoler,400038
519,Hans Rømer Skolen,3720,Bornholms Regionskommune,400,55.0721765646647,14.9163136964727,Grundskoler,Folkeskoler,400042
520,Bornholms Efterskole,3700,Bornholms Regionskommune,400,55.1210411276817,14.704278348692,Efterskoler,Efterskoler,400301
521,Kildebakken,3770,Bornholms Regionskommune,400,55.241293752045,14.8243971729983,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,400902
522,Hedelyskolen,2670,Greve Kommune,253,55.5908755715451,12.2886735339948,Grundskoler,Folkeskoler,253001
523,Karlslunde Skole,2690,Greve Kommune,253,55.5582370606208,12.2211325816872,Grundskoler,Folkeskoler,253002
524,Krogårdskolen,2670,Greve Kommune,253,55.5929536937984,12.321788575063,Grundskoler,Folkeskoler,253003
525,Mosedeskolen,2670,Greve Kommune,253,55.5788854898654,12.2764544592765,Grundskoler,Folkeskoler,253004
526,Strandskolen,2690,Greve Kommune,253,55.5629870128034,12.2520871029442,Grundskoler,Folkeskoler,253005
527,Tune Skole,4030,Greve Kommune,253,55.5954311132392,12.1700196210494,Grundskoler,Folkeskoler,253006
528,Arenaskolen,2670,Greve Kommune,253,55.5947485567084,12.3330677384836,Grundskoler,Folkeskoler,253008
529,Hundige Lille Skole,2670,Greve Kommune,253,,,Grundskoler,Friskoler og private grundskoler,253009
530,Damagerskolen,2670,Greve Kommune,253,55.5890822936678,12.2764072579425,Grundskoler,Folkeskoler,253011
531,Greve Privatskole,2670,Greve Kommune,253,,,Grundskoler,Friskoler og private grundskoler,253013
532,Holmeagerskolen,2670,Greve Kommune,253,55.5812918397061,12.2983072376034,Grundskoler,Folkeskoler,253015
533,"Udviklingscenter Greve, Kirkemosegård-Moeskær Skolen",2670,Greve Kommune,253,55.5953367643006,12.2534510935258,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,253017
534,Karlslunde Dagskole,2690,Greve Kommune,253,55.5758885116144,12.2131617541424,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,253021
535,Bugtskolen,2670,Greve Kommune,253,55.6014666065036,12.3317292620036,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,253022
536,Alkestrup Skolen,4682,Køge Kommune,259,55.3711334129856,12.0787121366243,Grundskoler,Folkeskoler,259001
537,Ellemarkskolen,4600,Køge Kommune,259,55.4540891125688,12.1644038868996,Grundskoler,Folkeskoler,259003
538,Herfølge Skole,4681,Køge Kommune,259,55.4174579021922,12.1424823710011,Grundskoler,Folkeskoler,259004
539,Højelse Skole,4623,Køge Kommune,259,55.5022072713651,12.1147631942322,Grundskoler,Folkeskoler,259005
540,Kirstinedalsskolen,4600,Køge Kommune,259,55.4944172905885,12.1761838642164,Grundskoler,Folkeskoler,259006
541,Søndre Skole,4600,Køge Kommune,259,55.4464605037686,12.1755736544339,Grundskoler,Folkeskoler,259008
542,Hastrupskolen,4600,Køge Kommune,259,55.4370231522442,12.1537772469865,Grundskoler,Folkeskoler,259011
543,Køge Lille Skole,4600,Køge Kommune,259,55.4279778822232,12.1817108981299,Grundskoler,Friskoler og private grundskoler,259013
544,Holmebækskolen,4681,Køge Kommune,259,55.4032444590646,12.137494003394,Grundskoler,Folkeskoler,259015
545,Sct. Nicolai Skole,4600,Køge Kommune,259,55.4604550066275,12.1829894833089,Grundskoler,Folkeskoler,259019
546,Herfølge Privatskole,4681,Køge Kommune,259,55.40960971111,12.1455056137375,Grundskoler,Friskoler og private grundskoler,259020
547,Billesborgskolen,4600,Køge Kommune,259,55.4227983578779,12.1828971807782,Grundskoler,Friskoler og private grundskoler,259021
548,Køge Private Realskole,4600,Køge Kommune,259,55.48018386791,12.1766821740718,Grundskoler,Friskoler og private grundskoler,259022
549,Asgård Skole,4600,Køge Kommune,259,55.4733813625629,12.1665716714055,Grundskoler,Folkeskoler,259025
550,Ellebækskolen,4100,Køge Kommune,259,55.4293996548557,11.9823956166393,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,259028
551,Skovboskolen,4632,Køge Kommune,259,55.4507188534702,12.0343328617438,Grundskoler,Folkeskoler,267001
552,Borup Skole,4140,Køge Kommune,259,55.4985280438289,11.974807573638,Grundskoler,Folkeskoler,267002
553,Ejby Skole,4623,Køge Kommune,259,55.4926759003305,12.0663506427093,Grundskoler,Folkeskoler,267003
554,Vemmedrupskolen,4632,Køge Kommune,259,55.4606890923838,12.0566456162876,Grundskoler,Folkeskoler,267005
555,Heldagsskolen i Slimminge,4100,Køge Kommune,259,55.4370446051479,11.9705162734142,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,267006
556,Københavns Kommunes Skolehjem Spanager,4623,Køge Kommune,259,,,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,267007
557,Borup Privatskole,4140,Køge Kommune,259,55.4899239125286,11.9716814685889,Grundskoler,Friskoler og private grundskoler,267008
558,Skovbo Efterskole,4100,Køge Kommune,259,55.4470743807749,11.9567414025691,Efterskoler,Efterskoler,267300
559,10. klasse Campus Køge,4600,Køge Kommune,259,55.4861601065173,12.1573095198106,Grundskoler,Folkeskoler,280535
560,Efterskolen Lindenborg,4000,Lejre Kommune,350,55.6539309282011,11.9391752234302,Efterskoler,Efterskoler,217300
561,Bramsnæsvigskolen,4070,Lejre Kommune,350,55.683955397568,11.847479208852,Grundskoler,Folkeskoler,251001
562,Kirke Hyllinge Skole,4070,Lejre Kommune,350,55.7084220256779,11.8987195390688,Grundskoler,Folkeskoler,251002
563,Dagskolen i Karleby,4070,Lejre Kommune,350,55.6858183393018,11.9203147696439,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,251006
564,Hvalsø Skole,4330,Lejre Kommune,350,55.592431491502,11.8568392619157,Grundskoler,Folkeskoler,257001
565,Kirke Saaby Skole,4060,Lejre Kommune,350,55.6368729119713,11.871472961501,Grundskoler,Folkeskoler,257002
566,Midtsjællands Efterskole,4330,Lejre Kommune,350,55.5521209248585,11.913839412608,Efterskoler,Efterskoler,257300
567,Allerslev Skole,4320,Lejre Kommune,350,55.6019906602453,11.9648876397639,Grundskoler,Folkeskoler,261001
568,Osted Skole,4320,Lejre Kommune,350,55.5619962668522,11.9627856571647,Grundskoler,Folkeskoler,261002
569,Trællerupskolen,4000,Lejre Kommune,350,55.6688310273594,11.9623111312214,Grundskoler,Folkeskoler,261004
570,Osted Fri og Efterskole,4320,Lejre Kommune,350,,,Grundskoler,Friskoler og private grundskoler,261005
571,Osted Fri- og Efterskole,4320,Lejre Kommune,350,,,Efterskoler,Efterskoler,261300
572,Himmelev - et behandlingstilbud for børn og unge,4330,Lejre Kommune,350,55.5869125275615,11.8616283021432,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,265902
573,Firkløverskolen,4060,Lejre Kommune,350,55.650460472591,11.8213773262273,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280023
574,Sofiehøj Friskole,4070,Lejre Kommune,350,55.7146159460511,11.9379582149968,Grundskoler,Friskoler og private grundskoler,280379
575,Fjordskolen,4070,Lejre Kommune,350,55.68587572,11.82975049,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,315023
576,Specialskolen Bramsnæsvig,4070,Lejre Kommune,350,55.6904531287353,11.8398080401582,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,350001
577,Lindebjergskolen,4000,Roskilde Kommune,265,55.6963433860053,12.135492800269,Grundskoler,Folkeskoler,255001
578,Margretheskolen,4000,Roskilde Kommune,265,55.7352254420533,12.1301049330131,Grundskoler,Folkeskoler,255003
579,Jyllinge Skole,4040,Roskilde Kommune,265,55.7515599968316,12.1079964349989,Grundskoler,Folkeskoler,255004
580,Roskilde Lille Skole,4000,Roskilde Kommune,265,55.7148651737956,12.1406378506038,Grundskoler,Friskoler og private grundskoler,255005
581,Baunehøjskolen,4040,Roskilde Kommune,265,55.7495697242488,12.1200811541075,Grundskoler,Folkeskoler,255006
582,"Roskilde Ungdomsskole, afd. nord",4040,Roskilde Kommune,265,55.7515721464259,12.1079935735374,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,255210
583,Gadstrup Skole,4621,Roskilde Kommune,265,55.569202465641,12.0915406979498,Grundskoler,Folkeskoler,263001
584,Peder Syv Skolen,4130,Roskilde Kommune,265,55.5471173866261,12.0317873435798,Grundskoler,Folkeskoler,263002
585,Viby Friskole,4130,Roskilde Kommune,265,55.5615669817398,12.025155262678,Grundskoler,Friskoler og private grundskoler,263003
586,Dåstrup Skole,4130,Roskilde Kommune,265,55.5556091472017,12.0175360164956,Grundskoler,Folkeskoler,263004
587,Skolen med Musikken,4000,Roskilde Kommune,265,55.5995562919926,12.1087442889536,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,263005
588,Absalons Skole,4000,Roskilde Kommune,265,55.6401215611568,12.0740920661236,Grundskoler,Folkeskoler,265001
589,Hedegårdenes Skole,4000,Roskilde Kommune,265,55.64093323411,12.1016207213214,Grundskoler,Folkeskoler,265005
590,Himmelev Skole,4000,Roskilde Kommune,265,55.6594845896735,12.1037034385823,Grundskoler,Folkeskoler,265006
591,Klostermarksskolen,4000,Roskilde Kommune,265,55.6498597164312,12.0957308916958,Grundskoler,Folkeskoler,265007
592,Lynghøjskolen,4000,Roskilde Kommune,265,55.6325366731635,12.0104845507574,Grundskoler,Folkeskoler,265008
593,Sct. Jørgens Skole,4000,Roskilde Kommune,265,55.6391148140523,12.0628615974077,Grundskoler,Folkeskoler,265010
594,Vindinge Skole,4000,Roskilde Kommune,265,55.6204753827078,12.1636735485332,Grundskoler,Folkeskoler,265011
595,Vor Frue Skole,4000,Roskilde Kommune,265,55.6084404792765,12.098611847916,Grundskoler,Folkeskoler,265012
596,Østervangsskolen,4000,Roskilde Kommune,265,55.6295134222449,12.0964585107075,Grundskoler,Folkeskoler,265013
597,Tjørnegårdskolen,4000,Roskilde Kommune,265,55.6323180060445,12.0569871934356,Grundskoler,Folkeskoler,265015
598,Nordgårdsskolen,4000,Roskilde Kommune,265,55.6346178750541,12.012006239064,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,265016
599,Roskilde Private Realskole,4000,Roskilde Kommune,265,55.6429329788707,12.0847040376776,Grundskoler,Friskoler og private grundskoler,265017
600,Roskilde Private Skole,4000,Roskilde Kommune,265,55.6459092900109,12.0970171480405,Grundskoler,Friskoler og private grundskoler,265018
601,Skt. Josefs Skole,4000,Roskilde Kommune,265,55.6443583787552,12.0842214737509,Grundskoler,Friskoler og private grundskoler,265019
602,Roskilde Friskole,4000,Roskilde Kommune,265,55.6650455825426,12.0211809359908,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,265025
603,Kristofferskolen,4000,Roskilde Kommune,265,55.653968983935,12.1248600557672,Grundskoler,Friskoler og private grundskoler,265030
604,TCR TiendeklasseCenter Roskilde,4000,Roskilde Kommune,265,55.6268952406344,12.0757252118502,Grundskoler,Folkeskoler,265031
605,Trekronerskolen,4000,Roskilde Kommune,265,55.6516828087228,12.1232873747319,Grundskoler,Folkeskoler,265032
606,Freds Skole,4000,Roskilde Kommune,265,,,Grundskoler,Friskoler og private grundskoler,265036
607,Heldagsskolen Skovhuset,4000,Roskilde Kommune,265,55.6305071650172,12.0745057145834,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,265038
608,"Roskilde Ungdomsskole, Roskilde afdeling",4000,Roskilde Kommune,265,55.6398578610848,12.0613783066681,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,265210
609,Den internationale Efterskole i Boserup,4000,Roskilde Kommune,265,55.6650455825426,12.0211809359908,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,265307
610,"Fjordskolen, Lysholm",4000,Roskilde Kommune,265,55.6314503209114,12.0558353191055,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280282
611,"Fjordskolen, Hedevang",4000,Roskilde Kommune,265,55.734946883457,12.1359359149093,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280283
612,Ros Privatskole,4000,Roskilde Kommune,265,55.6298845419898,12.0785624693369,Grundskoler,Friskoler og private grundskoler,280396
613,Dankbar ApS,4000,Roskilde Kommune,265,55.6487396106007,12.1321604634995,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,280519
614,Havdrup Skole,4622,Solrød Kommune,269,55.5474108362534,12.1295550892052,Grundskoler,Folkeskoler,269001
615,Uglegårdsskolen,2680,Solrød Kommune,269,55.528193181575,12.2106574568232,Grundskoler,Folkeskoler,269005
616,Sydkystens Privatskole,2680,Solrød Kommune,269,55.5188200287204,12.2084739699324,Grundskoler,Friskoler og private grundskoler,269006
617,Munkekærskolen,2680,Solrød Kommune,269,55.5405537169927,12.2178528386052,Grundskoler,Folkeskoler,269007
618,Køge Bugt Privatskole,2680,Solrød Kommune,269,55.5365196699162,12.1885558225471,Grundskoler,Friskoler og private grundskoler,269009
619,10Solrød,2680,Solrød Kommune,269,,,Grundskoler,Folkeskoler,269012
620,UngSolrød,2680,Solrød Kommune,269,,,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,269210
621,Jersie Privatskole,2680,Solrød Kommune,269,55.525973560016,12.1684562551139,Grundskoler,Friskoler og private grundskoler,280467
622,Spjellerup Friskole,4640,Faxe Kommune,320,55.2721496646011,12.2432052648487,Grundskoler,Friskoler og private grundskoler,280038
623,Ak10vet,4690,Faxe Kommune,320,55.3248301018358,11.9556478158393,Grundskoler,Folkeskoler,280358
624,Skolen ved Skoven,4690,Faxe Kommune,320,55.3560923506153,11.9067584746758,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280359
625,Øen,4690,Faxe Kommune,320,55.329097389906,11.9738838044264,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280360
626,"Vestskolen, Vibeeng afdeling",4690,Faxe Kommune,320,55.3143202171177,11.9521863760255,Grundskoler,Folkeskoler,280366
627,"Østskolen, Centerklassen",4653,Faxe Kommune,320,55.3087203958034,12.1906832328296,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,280370
628,"Midtskolen, Sofiendal afdeling",4690,Faxe Kommune,320,55.329097389906,11.9738838044264,Grundskoler,Folkeskoler,313002
629,"Vestskolen, Nordskov afdeling",4690,Faxe Kommune,320,55.3350538650221,11.9444745254143,Grundskoler,Folkeskoler,313003
630,"Vestskolen, Terslev afdeling",4690,Faxe Kommune,320,55.3679250051588,11.9817280025783,Grundskoler,Folkeskoler,313005
631,Haslev Privatskole,4690,Faxe Kommune,320,55.3156259496872,11.9669996635737,Grundskoler,Friskoler og private grundskoler,313007
632,Heldagsskolen Bråby,4690,Faxe Kommune,320,,,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,313011
633,Faxe kommunale Ungdomsskole,4690,Faxe Kommune,320,55.3248301018358,11.9556478158393,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,313210
634,Sydøstsjællands Idrætsefterskole,4690,Faxe Kommune,320,,,Efterskoler,Efterskoler,313300
635,Haslev Idrætsefterskole,4690,Faxe Kommune,320,,,Efterskoler,Efterskoler,313304
636,Heldagsskolen Lindersvold,4640,Faxe Kommune,320,,,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,320001
637,"Østskolen, afd. Hylleholt",4654,Faxe Kommune,320,55.2227529771836,12.1629915162705,Grundskoler,Folkeskoler,351002
638,"Østskolen, afd. Karise",4653,Faxe Kommune,320,55.3087203958034,12.1906832328296,Grundskoler,Folkeskoler,351003
639,"Østskolen, afd. Rollo",4640,Faxe Kommune,320,55.2506845639351,12.1248339147154,Grundskoler,Folkeskoler,351008
640,Karise Ungdomshus,4653,Faxe Kommune,320,55.3128243052551,12.1992649530716,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,351010
641,Waldemarsbo Efterskolen,4654,Faxe Kommune,320,55.2173480310938,12.1594827633953,Efterskoler,Efterskoler med samlet sÃ¦rligt tilbud,351300
642,Faxehus Efterskole,4654,Faxe Kommune,320,55.2048990427173,12.1469599317517,Efterskoler,Efterskoler,351301
643,Karise Efterskole,4653,Faxe Kommune,320,55.306345636976,12.2004036056054,Efterskoler,Efterskoler med samlet sÃ¦rligt tilbud,351306
644,"Midtskolen, Bavne afdeling",4690,Faxe Kommune,320,55.3131305011896,12.0609910711279,Grundskoler,Folkeskoler,385001
645,"Midtskolen, Møllevang afdeling",4683,Faxe Kommune,320,55.2411420106822,12.0427674216036,Grundskoler,Folkeskoler,385003
646,Druestrup Friskole,4682,Faxe Kommune,320,55.3132542382382,12.095841519191,Grundskoler,Friskoler og private grundskoler,385004
647,Falster Efterskole,4800,Guldborgsund Kommune,376,54.7903875865047,11.9444937062786,Efterskoler,Efterskoler,280042
648,Dagbehandlingstilbuddet Skovsund,4850,Guldborgsund Kommune,376,54.8855307187155,11.9922132478284,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,280070
649,Idestrup Privatskole,4872,Guldborgsund Kommune,376,54.7428350571493,11.9595423770341,Grundskoler,Friskoler og private grundskoler,280210
650,Sophieskolen,4800,Guldborgsund Kommune,376,54.7740433406662,11.8777343826404,Grundskoler,Folkeskoler,369002
651,SUNDskolen,4800,Guldborgsund Kommune,376,54.7621533685793,11.8448932741895,Grundskoler,Folkeskoler,369005
652,Østre Skole,4800,Guldborgsund Kommune,376,54.7602505254327,11.8791904025628,Grundskoler,Folkeskoler,369008
653,Lindeskovskolen,4800,Guldborgsund Kommune,376,54.7536461205954,11.8939682325923,Grundskoler,Folkeskoler,369009
654,Nykøbing F Realskole,4800,Guldborgsund Kommune,376,54.7686387046545,11.8723713394989,Grundskoler,Friskoler og private grundskoler,369010
655,Sct. Joseph Søstrenes Skole,4800,Guldborgsund Kommune,376,54.76418605476,11.8775348516163,Grundskoler,Friskoler og private grundskoler,369011
656,Nordbyskolen,4800,Guldborgsund Kommune,376,54.8019203792207,11.8826732292291,Grundskoler,Folkeskoler,369018
657,Nysted Skole,4880,Guldborgsund Kommune,376,54.6590244396825,11.7419784968614,Grundskoler,Folkeskoler,371004
658,Nysted Efterskole,4880,Guldborgsund Kommune,376,54.6601600275152,11.7345630681783,Efterskoler,Efterskoler,371300
659,Nr Alslev Skole,4840,Guldborgsund Kommune,376,54.8955546150778,11.8811746969447,Grundskoler,Folkeskoler,375001
660,Nr. Vedby skole & Børnehus,4840,Guldborgsund Kommune,376,54.9288468795029,11.8375114577477,Grundskoler,Folkeskoler,375003
661,Eskilstrup Skole,4863,Guldborgsund Kommune,376,54.8569517325445,11.8714761350242,Grundskoler,Folkeskoler,375004
662,Skovby Friskole,4840,Guldborgsund Kommune,376,54.9192962628082,11.9511574012216,Grundskoler,Friskoler og private grundskoler,375005
663,Gunslevholm Idrætsefterskole,4840,Guldborgsund Kommune,376,54.8983275366898,11.9609942631807,Efterskoler,Efterskoler,375300
664,Sofie Rifbjerg Efterskole,4840,Guldborgsund Kommune,376,54.893049495878,11.7919012072205,Efterskoler,Efterskoler med samlet sÃ¦rligt tilbud,375301
665,Ellekildeskolen,4990,Guldborgsund Kommune,376,54.7973144721469,11.642637778727,Grundskoler,Folkeskoler,376001
666,Sakskøbing Skole,4990,Guldborgsund Kommune,376,54.7977656524661,11.6233542931262,Grundskoler,Folkeskoler,387005
667,Møllebakkeskolen,4800,Guldborgsund Kommune,376,54.8004954460264,11.9926354245102,Grundskoler,Folkeskoler,391002
668,Stubbekøbing Skole,4850,Guldborgsund Kommune,376,54.8893483098725,12.0376539920798,Grundskoler,Folkeskoler,391003
669,Næsgaard Efterskole,4850,Guldborgsund Kommune,376,54.8681732631541,12.1152019712643,Efterskoler,Efterskoler,391300
670,Stubbekøbing Efterskole,4850,Guldborgsund Kommune,376,54.8904476939412,12.025828780178,Efterskoler,Efterskoler med samlet sÃ¦rligt tilbud,391302
671,Sydfalster Skole,4873,Guldborgsund Kommune,376,54.7093088927663,11.9194489224436,Grundskoler,Folkeskoler,395002
672,"Holbæk By Skole, afdeling Bjergmark",4300,Holbæk Kommune,316,55.7080296864302,11.7379348201438,Grundskoler,Folkeskoler,280295
673,10Plus,4300,Holbæk Kommune,316,55.7071200933631,11.7110106843045,Kommunale ungdomsskoler,Kommunale ungdomsskoler og ungdomskostskoler,280558
674,Kundby Friskole,4520,Holbæk Kommune,316,55.7099717203142,11.5274089862387,Grundskoler,Friskoler og private grundskoler,280674
675,"Holbæk By Skole, afdeling Orø",4300,Holbæk Kommune,316,55.7666905618654,11.8072172817298,Grundskoler,Folkeskoler,315002
676,"Katrinedalskolen, afdeling Tuse",4300,Holbæk Kommune,316,55.7121573707838,11.6296357192101,Grundskoler,Folkeskoler,315005
677,"Katrinedalskolen, afdeling Udby",4300,Holbæk Kommune,316,55.7553981608151,11.7094931527711,Grundskoler,Folkeskoler,315006
678,"Kildedamsskolen, afdeling Vipperød",4390,Holbæk Kommune,316,55.6692467994653,11.7347047944262,Grundskoler,Folkeskoler,315007
679,"Kildedamsskolen, afdeling Ågerup",4390,Holbæk Kommune,316,55.6620599194052,11.7630965557074,Grundskoler,Folkeskoler,315009
680,Holbæk Private Realskole,4300,Holbæk Kommune,316,55.7110183393565,11.7067545443763,Grundskoler,Friskoler og private grundskoler,315011
681,Stenhus Kostskole,4300,Holbæk Kommune,316,55.7009599468588,11.6726763311648,Grundskoler,Friskoler og private grundskoler,315012
682,Andreasskolen,4300,Holbæk Kommune,316,55.7123495784952,11.7474491508205,Grundskoler,Friskoler og private grundskoler,315013
683,Skole- og Behandlingshjemmet Orøstrand,4300,Holbæk Kommune,316,55.784542901925,11.7902298032341,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,315016
684,Holbæk Lilleskole,4300,Holbæk Kommune,316,55.7009599468588,11.6726763311648,Grundskoler,Friskoler og private grundskoler,315017
685,Farmen Dagskole,4340,Holbæk Kommune,316,55.6392963574636,11.7051115024912,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,315020
686,"Holbæk By Skole, afdeling Absalon",4300,Holbæk Kommune,316,55.7105865068504,11.7002942302339,Grundskoler,Folkeskoler,315021
687,ConCura Skolen,4340,Holbæk Kommune,316,55.6127812179548,11.7747827125383,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,315022
688,Holbæk Ungdomscenter,4300,Holbæk Kommune,316,55.7071200629327,11.7110106845017,Grundskoler,Folkeskoler,316001
689,Jyderup Private Heldagsskole,4450,Holbæk Kommune,316,55.6568306683844,11.3962601913774,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,316002
690,Hjortholmskolen,4340,Holbæk Kommune,316,55.6162142874132,11.7615452103458,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,316003
691,Skovly Skolen,4440,Holbæk Kommune,316,55.6586513182298,11.480792822311,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,316004
692,Hjembækskolen,4450,Holbæk Kommune,316,55.6874910184571,11.4049146557678,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,316006
693,Pilely Gård,4340,Holbæk Kommune,316,55.6041281946288,11.6054127721098,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,316007
694,"Skovvejens Skole, afdeling Nr. Jernløse",4420,Holbæk Kommune,316,55.6633660912659,11.6284598604746,Grundskoler,Folkeskoler,321002
695,"Skovvejens Skole, afdeling Undløse",4340,Holbæk Kommune,316,55.6039646205472,11.5843053074739,Grundskoler,Folkeskoler,321004
696,Sdr. Jernløse Lilleskole,4420,Holbæk Kommune,316,55.6507902928045,11.6429857682329,Grundskoler,Friskoler og private grundskoler,321005
697,Ladegårdsskolen,4300,Holbæk Kommune,316,55.7080512237741,11.7005975148469,Specialskoler for bÃ¸rn,Specialskoler for bÃ¸rn,321901
698,"Katrinedalskolen, afdeling Svinninge",4520,Holbæk Kommune,316,55.7225404305179,11.4533153727502,Grundskoler,Folkeskoler,339004
699,"Katrinedalskolen, afdeling Gislinge",4532,Holbæk Kommune,316,55.7343285094848,11.5423909530287,Grundskoler,Folkeskoler,339005
700,Hjembæk Efterskole,4450,Holbæk Kommune,316,55.6944271080693,11.404065189476,Efterskoler,Efterskoler med samlet sÃ¦rligt tilbud,339300
701,"Skovvejens Skole, afdeling Jyderup",4450,Holbæk Kommune,316,55.6636461946411,11.4161507294714,Grundskoler,Folkeskoler,341002
702,"Skovvejens Skole, afdeling Kildebjerg",4440,Holbæk Kommune,316,55.6419002549779,11.5025183966431,Grundskoler,Folkeskoler,341003
703,"Skovvejens Skole, afdeling Knabstrup",4440,Holbæk Kommune,316,55.665012457913,11.5365421708023,Grundskoler,Folkeskoler,341004
704,Søbæk Skole,4450,Holbæk Kommune,316,55.6572292413428,11.4017646364785,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,341030
705,Ibs Mølle,4440,Holbæk Kommune,316,55.6556652886815,11.5170361604403,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,341031
706,Skolen på Kasernevej,4300,Holbæk Kommune,316,55.714128502084,11.724262130637,Dagbehandlingstilbud og behandlingshjem,Dagbehandlingstilbud og behandlingshjem,341033
707,Efterskolen Smededal,4440,Holbæk Kommune,316,55.6873036373553,11.4772432437942,Efterskoler,Efterskoler,341300
